5,Numer,Dzien,Miesiac,Rok,L1,L2,L3,L4,L5,L6
0,17,26,5,1957,16,24,25,29,32,36
0,2065,19,1,1985,10,16,24,25,32,36
1,25,21,7,1957,3,6,13,22,27,33
1,2251,1,11,1986,3,13,22,27,30,33
2,41,10,11,1957,8,19,28,30,31,47
2,3624,29,12,1999,8,19,28,31,41,47
2,4789,29,12,2009,8,16,19,30,31,47
3,54,16,2,1958,2,8,11,39,41,45
3,1270,12,6,1977,2,7,8,11,39,41
4,56,2,3,1958,11,14,19,22,23,25
4,3337,29,3,1997,3,11,14,22,23,25
5,61,13,4,1958,3,15,18,35,42,43
5,2711,30,3,1991,3,18,35,36,42,43
6,71,22,6,1958,2,14,22,44,48,49
6,5256,22,12,2012,2,14,22,43,44,48
7,74,13,7,1958,9,16,21,24,27,35
7,2501,25,3,1989,9,16,21,22,27,35
8,76,27,7,1958,19,21,22,25,36,44
8,4077,1,5,2004,8,21,22,25,36,44
8,4144,22,12,2004,21,22,25,26,36,44
9,77,3,8,1958,2,4,22,31,32,43
9,4880,29,7,2010,2,4,22,30,31,32
10,79,17,8,1958,34,35,37,38,39,45
10,1186,22,8,1976,27,34,35,38,39,45
11,80,24,8,1958,17,21,27,35,41,49
11,3593,11,9,1999,12,17,21,35,41,49
11,5243,22,11,2012,7,17,21,27,41,49
12,98,28,12,1958,2,22,23,33,41,43
12,2674,24,11,1990,2,22,33,41,43,46
13,103,1,2,1959,7,11,25,34,37,45
13,1887,8,5,1983,6,11,25,34,37,45
14,112,5,4,1959,13,26,30,32,45,46
14,2380,30,1,1988,13,26,30,32,34,46
15,119,24,5,1959,5,17,20,23,32,34
15,3447,18,4,1998,5,9,20,23,32,34
15,4617,22,11,2008,17,20,23,32,34,48
16,125,5,7,1959,6,23,25,29,30,34
16,5924,30,3,2017,6,18,23,25,30,34
17,131,16,8,1959,1,2,4,5,23,36
17,1175,11,7,1976,1,2,5,12,23,36
18,134,6,9,1959,8,13,20,21,23,26
18,2188,29,3,1986,8,13,20,21,23,31
19,151,3,1,1960,3,6,11,15,27,48
19,2311,30,5,1987,3,6,11,15,27,34
19,5114,26,1,2012,3,6,15,27,37,48
20,163,27,3,1960,7,18,20,25,29,46
20,3254,12,6,1996,18,20,25,29,30,46
21,166,17,4,1960,1,14,28,34,41,43
21,4855,1,6,2010,1,14,25,28,34,41
22,175,19,6,1960,13,14,27,31,35,40
22,5316,11,5,2013,13,14,27,30,31,35
23,185,28,8,1960,5,9,10,29,39,41
23,4725,1,8,2009,5,9,10,20,29,39
24,206,22,1,1961,5,15,27,37,45,48
24,5410,17,12,2013,5,15,16,27,45,48
25,207,29,1,1961,6,14,16,26,34,42
25,968,9,6,1974,6,14,24,26,34,42
26,210,19,2,1961,3,22,23,28,40,43
26,5942,11,5,2017,3,22,23,28,38,43
27,223,21,5,1961,2,7,9,23,26,47
27,5812,12,7,2016,2,7,9,23,42,47
28,228,25,6,1961,12,18,21,22,30,45
28,3534,17,2,1999,12,18,22,30,38,45
29,239,10,9,1961,7,13,18,21,23,24
29,631,16,2,1969,7,12,13,18,21,24
30,242,1,10,1961,5,14,21,26,40,44
30,954,7,4,1974,5,14,21,26,35,40
31,252,10,12,1961,5,7,17,19,36,39
31,1747,3,1,1982,5,7,17,18,19,36
32,253,17,12,1961,7,27,32,34,36,41
32,3206,27,12,1995,7,27,30,34,36,41
32,4332,11,10,2006,7,27,34,36,41,46
33,263,25,2,1962,2,5,8,15,22,28
33,6491,12,11,2020,3,5,8,15,22,28
34,277,3,6,1962,12,18,25,30,32,39
34,4533,10,5,2008,3,18,25,30,32,39
35,281,1,7,1962,5,8,22,33,39,48
35,4336,25,10,2006,1,5,22,33,39,48
36,284,22,7,1962,6,9,30,31,34,39
36,6116,21,6,2018,6,9,22,30,34,39
37,290,2,9,1962,1,6,10,15,28,32
37,5475,17,5,2014,1,6,12,15,28,32
38,299,4,11,1962,17,31,37,46,47,49
38,2688,12,1,1991,17,31,35,46,47,49
39,308,6,1,1963,9,13,19,31,35,40
39,6037,19,12,2017,9,13,31,34,35,40
40,315,24,2,1963,4,32,34,44,45,47
40,429,25,4,1965,27,32,34,44,45,47
41,318,17,3,1963,2,9,10,14,32,39
41,2847,18,7,1992,2,9,10,14,33,39
42,325,5,5,1963,1,27,34,40,44,46
42,4879,27,7,2010,1,6,27,34,40,46
43,338,4,8,1963,1,5,17,23,37,48
43,6511,29,12,2020,1,17,23,37,45,48
44,340,18,8,1963,13,18,20,23,27,40
44,6300,24,8,2019,13,18,23,27,40,48
45,349,20,10,1963,6,10,15,19,34,43
45,2633,30,6,1990,6,10,15,32,34,43
46,363,26,1,1964,4,7,11,24,31,39
46,1893,29,5,1983,4,7,11,19,24,31
47,381,31,5,1964,8,21,25,29,35,36
47,1987,22,4,1984,8,14,21,29,35,36
48,391,9,8,1964,7,18,30,31,33,46
48,1748,10,1,1982,7,18,30,33,44,46
49,401,18,10,1964,6,14,21,28,30,34
49,893,10,6,1973,6,14,21,28,34,38
50,315,24,2,1963,4,32,34,44,45,47
50,429,25,4,1965,27,32,34,44,45,47
51,430,2,5,1965,5,7,11,15,16,38
51,3003,15,1,1994,7,11,13,15,16,38
52,434,30,5,1965,9,12,18,36,44,45
52,3135,22,4,1995,9,18,22,36,44,45
53,441,18,7,1965,2,4,6,17,27,49
53,5836,6,9,2016,2,4,6,17,34,49
54,466,9,1,1966,17,23,26,30,31,32
54,6110,7,6,2018,23,26,30,31,32,35
54,6407,30,4,2020,10,17,23,26,30,32
55,478,27,3,1966,6,9,20,34,40,42
55,6334,12,11,2019,9,20,34,40,42,43
56,500,28,8,1966,18,22,23,26,28,41
56,1387,23,7,1978,18,22,23,26,28,48
57,502,11,9,1966,4,7,9,13,28,49
57,3153,24,6,1995,7,9,13,15,28,49
58,503,18,9,1966,3,10,11,12,28,29
58,5021,23,6,2011,3,11,12,28,29,43
59,549,30,7,1967,15,20,29,33,39,46
59,5043,13,8,2011,15,20,29,33,34,46
60,550,6,8,1967,2,20,30,44,47,49
60,5835,3,9,2016,2,20,37,44,47,49
61,584,24,3,1968,2,9,12,23,24,32
61,3131,8,4,1995,2,9,12,23,24,47
62,586,7,4,1968,2,20,21,23,38,49
62,2451,1,10,1988,2,20,21,38,48,49
63,594,2,6,1968,13,15,25,29,37,40
63,1481,17,6,1979,13,15,16,25,29,37
64,602,28,7,1968,2,24,26,36,37,46
64,2231,23,8,1986,2,24,26,37,40,46
64,4582,2,9,2008,24,26,33,36,37,46
65,603,4,8,1968,3,12,14,29,32,41
65,3810,10,10,2001,3,12,14,28,29,41
66,618,17,11,1968,6,16,21,30,40,47
66,5672,20,8,2015,6,16,21,30,47,48
67,239,10,9,1961,7,13,18,21,23,24
67,631,16,2,1969,7,12,13,18,21,24
68,639,6,4,1969,3,19,24,41,42,45
68,4047,17,1,2004,3,19,24,31,41,45
69,645,18,5,1969,6,25,26,33,34,35
69,4801,26,1,2010,6,23,25,26,33,35
70,674,7,12,1969,4,13,15,25,27,31
70,3797,25,8,2001,4,15,25,27,31,33
71,677,21,12,1969,3,28,32,36,37,40
71,6411,9,5,2020,8,28,32,36,37,40
72,679,4,1,1970,3,13,19,22,32,36
72,4415,28,7,2007,3,19,22,23,32,36
73,694,12,4,1970,4,11,25,31,36,43
73,3391,4,10,1997,4,11,25,28,36,43
74,704,21,6,1970,1,10,22,30,45,47
74,2481,14,1,1989,1,10,19,22,30,47
75,718,27,9,1970,19,24,26,35,42,45
75,3424,28,1,1998,19,24,26,32,35,42
76,756,30,5,1971,13,15,20,29,40,49
76,1637,14,12,1980,13,15,20,29,30,49
77,761,4,7,1971,20,27,30,38,47,49
77,6469,22,9,2020,16,20,27,30,38,47
78,762,11,7,1971,5,13,20,24,39,43
78,6059,8,2,2018,5,17,20,24,39,43
79,765,1,8,1971,5,13,18,23,30,32
79,5465,24,4,2014,5,8,18,23,30,32
80,782,14,11,1971,1,2,5,9,10,13
80,2632,30,6,1990,2,5,9,10,13,24
81,786,5,12,1971,15,23,30,33,45,47
81,2828,13,5,1992,7,23,30,33,45,47
82,789,19,12,1971,3,4,8,32,39,49
82,3709,21,10,2000,3,4,8,21,32,49
83,795,23,1,1972,12,14,19,23,33,46
83,2128,31,8,1985,12,14,19,23,27,46
84,800,20,2,1972,20,22,31,34,39,46
84,1551,17,2,1980,17,22,31,34,39,46
85,813,7,5,1972,3,6,7,21,41,45
85,4735,25,8,2009,3,7,21,34,41,45
86,830,13,8,1972,14,15,27,42,43,49
86,1362,30,4,1978,14,27,33,42,43,49
87,837,17,9,1972,2,8,18,30,44,46
87,6019,7,11,2017,2,8,18,27,30,46
88,847,5,11,1972,1,5,14,15,28,41
88,2366,12,12,1987,1,5,10,15,28,41
88,4075,24,4,2004,1,14,15,28,37,41
89,881,15,4,1973,16,21,22,32,42,44
89,5436,15,2,2014,16,21,27,32,42,44
90,884,6,5,1973,2,4,15,20,22,29
90,5390,31,10,2013,2,4,18,20,22,29
91,401,18,10,1964,6,14,21,28,30,34
91,893,10,6,1973,6,14,21,28,34,38
92,900,15,7,1973,6,29,34,35,36,41
92,4539,24,5,2008,6,23,29,34,35,36
93,904,5,8,1973,4,13,25,27,47,48
93,4378,21,3,2007,4,17,25,27,47,48
94,907,19,8,1973,4,15,24,30,41,45
94,1861,6,2,1983,4,15,24,26,30,45
95,929,2,12,1973,13,17,28,29,48,49
95,5029,12,7,2011,14,17,28,29,48,49
96,942,3,2,1974,5,26,27,43,45,46
96,4113,4,9,2004,13,26,27,43,45,46
97,950,10,3,1974,13,15,18,27,30,34
97,4200,6,7,2005,15,18,24,27,30,34
98,242,1,10,1961,5,14,21,26,40,44
98,954,7,4,1974,5,14,21,26,35,40
99,957,14,4,1974,2,10,21,33,35,44
99,1835,7,11,1982,2,10,21,33,36,44
100,207,29,1,1961,6,14,16,26,34,42
100,968,9,6,1974,6,14,24,26,34,42
101,996,20,10,1974,5,8,11,13,35,49
101,5185,10,7,2012,5,8,13,35,45,49
102,1005,24,11,1974,4,18,24,30,35,36
102,5430,1,2,2014,4,18,24,30,36,37
103,1017,5,1,1975,13,15,20,29,31,35
103,1322,11,12,1977,13,15,16,29,31,35
104,1041,30,3,1975,2,22,30,31,34,43
104,1252,10,4,1977,2,15,22,30,31,34
105,1043,6,4,1975,16,20,32,33,43,46
105,2664,20,10,1990,20,27,32,33,43,46
106,1045,13,4,1975,7,8,16,37,45,47
106,1247,20,3,1977,7,8,16,37,38,47
106,1961,22,1,1984,8,16,22,37,45,47
107,1046,20,4,1975,2,4,26,27,32,48
107,3854,13,3,2002,2,4,27,30,32,48
108,1056,25,5,1975,19,22,25,32,40,46
108,4931,25,11,2010,19,22,25,28,40,46
109,1067,29,6,1975,2,3,8,17,29,33
109,2452,8,10,1988,2,3,8,29,33,43
110,1107,16,11,1975,25,28,30,31,35,42
110,3230,20,3,1996,25,28,30,31,42,44
111,1109,23,11,1975,8,27,30,41,44,49
111,5113,24,1,2012,27,30,41,42,44,49
112,1111,30,11,1975,4,24,34,40,44,47
112,5945,18,5,2017,4,17,24,34,40,47
113,1115,14,12,1975,10,19,30,32,39,44
113,1282,24,7,1977,19,27,30,32,39,44
114,1123,11,1,1976,17,20,24,30,36,41
114,3862,10,4,2002,1,17,20,30,36,41
115,1125,18,1,1976,11,20,21,29,38,47
115,1384,16,7,1978,3,11,20,29,38,47
116,1127,25,1,1976,2,12,17,21,30,38
116,1405,24,9,1978,2,17,21,30,38,49
117,1132,15,2,1976,4,9,14,24,44,45
117,3689,12,8,2000,4,9,24,39,44,45
118,1147,4,4,1976,3,21,32,34,36,37
118,2127,24,8,1985,3,21,24,34,36,37
119,1160,23,5,1976,15,24,33,41,42,43
119,3846,13,2,2002,1,15,24,33,42,43
120,131,16,8,1959,1,2,4,5,23,36
120,1175,11,7,1976,1,2,5,12,23,36
121,1183,8,8,1976,10,21,26,33,35,41
121,1899,19,6,1983,2,10,21,26,35,41
122,79,17,8,1958,34,35,37,38,39,45
122,1186,22,8,1976,27,34,35,38,39,45
123,1204,24,10,1976,2,7,15,17,22,40
123,3338,2,4,1997,7,15,17,22,40,45
124,1219,12,12,1976,12,24,26,28,39,46
124,2591,3,2,1990,5,12,24,26,39,46
125,1242,6,3,1977,11,19,29,31,36,49
125,2944,23,6,1993,19,27,29,31,36,49
126,1045,13,4,1975,7,8,16,37,45,47
126,1247,20,3,1977,7,8,16,37,38,47
127,1250,3,4,1977,24,30,33,36,37,46
127,4582,2,9,2008,24,26,33,36,37,46
128,1041,30,3,1975,2,22,30,31,34,43
128,1252,10,4,1977,2,15,22,30,31,34
129,1254,17,4,1977,8,22,25,28,35,39
129,2389,27,2,1988,8,15,22,25,28,39
130,1263,15,5,1977,5,8,19,32,41,46
130,5020,21,6,2011,2,5,19,32,41,46
131,54,16,2,1958,2,8,11,39,41,45
131,1270,12,6,1977,2,7,8,11,39,41
132,1279,10,7,1977,19,24,25,37,40,42
132,5156,3,5,2012,18,19,24,25,40,42
133,1115,14,12,1975,10,19,30,32,39,44
133,1282,24,7,1977,19,27,30,32,39,44
134,1298,18,9,1977,3,4,26,28,33,38
134,5735,14,1,2016,3,4,8,26,33,38
135,1303,2,10,1977,23,28,34,39,40,46
135,1805,25,7,1982,1,23,28,39,40,46
136,1311,30,10,1977,17,23,24,38,39,42
136,2399,2,4,1988,23,24,38,39,41,42
137,1017,5,1,1975,13,15,20,29,31,35
137,1322,11,12,1977,13,15,16,29,31,35
138,1332,15,1,1978,20,28,29,42,44,46
138,3398,29,10,1997,9,20,29,42,44,46
139,1355,2,4,1978,16,17,23,24,27,33
139,5372,19,9,2013,5,16,17,23,24,33
140,1360,23,4,1978,11,24,27,39,40,42
140,1413,22,10,1978,15,24,27,39,40,42
140,4624,9,12,2008,11,22,24,27,40,42
141,830,13,8,1972,14,15,27,42,43,49
141,1362,30,4,1978,14,27,33,42,43,49
141,2676,1,12,1990,17,27,33,42,43,49
141,5439,22,2,2014,14,27,33,43,48,49
142,1365,7,5,1978,2,9,19,23,32,40
142,2206,31,5,1986,2,19,23,31,32,40
143,1371,28,5,1978,1,14,19,28,32,38
143,4402,13,6,2007,1,14,19,27,28,38
144,1380,2,7,1978,1,14,34,36,38,44
144,6208,22,1,2019,1,10,14,36,38,44
145,1125,18,1,1976,11,20,21,29,38,47
145,1384,16,7,1978,3,11,20,29,38,47
146,500,28,8,1966,18,22,23,26,28,41
146,1387,23,7,1978,18,22,23,26,28,48
147,1393,13,8,1978,9,27,34,36,40,46
147,2786,18,12,1991,9,26,27,34,36,46
148,1127,25,1,1976,2,12,17,21,30,38
148,1405,24,9,1978,2,17,21,30,38,49
149,1410,15,10,1978,5,15,25,26,40,42
149,4425,1,9,2007,5,15,21,25,26,40
150,1360,23,4,1978,11,24,27,39,40,42
150,1413,22,10,1978,15,24,27,39,40,42
151,1418,12,11,1978,2,9,23,36,44,45
151,2782,4,12,1991,9,23,36,44,45,47
152,1420,19,11,1978,13,22,25,34,38,45
152,2862,9,9,1992,22,25,34,38,45,46
153,1432,31,12,1978,3,18,19,28,33,47
153,4602,18,10,2008,3,6,18,19,28,33
153,4733,20,8,2009,3,5,18,19,33,47
154,1475,27,5,1979,1,7,16,29,32,39
154,3852,6,3,2002,7,14,16,29,32,39
155,1477,3,6,1979,2,14,24,26,36,40
155,6172,30,10,2018,2,14,22,24,26,36
156,594,2,6,1968,13,15,25,29,37,40
156,1481,17,6,1979,13,15,16,25,29,37
157,1486,8,7,1979,5,12,27,29,30,49
157,5264,10,1,2013,5,21,27,29,30,49
158,1501,26,8,1979,11,19,27,31,43,45
158,4372,28,2,2007,4,11,19,27,43,45
159,1506,16,9,1979,3,6,8,18,19,26
159,2918,24,3,1993,3,6,8,14,18,26
160,1513,7,10,1979,4,19,24,36,38,43
160,1617,5,10,1980,4,24,32,36,38,43
161,1524,18,11,1979,8,20,30,36,40,47
161,3562,26,5,1999,8,20,30,39,40,47
162,1546,3,2,1980,14,15,24,26,42,49
162,3366,9,7,1997,9,14,15,26,42,49
163,800,20,2,1972,20,22,31,34,39,46
163,1551,17,2,1980,17,22,31,34,39,46
164,1570,27,4,1980,3,9,15,34,36,47
164,2454,15,10,1988,9,15,26,34,36,47
165,1572,4,5,1980,3,4,18,19,39,43
165,5146,10,4,2012,3,4,18,20,39,43
166,1579,25,5,1980,2,16,37,38,45,48
166,5225,11,10,2012,2,4,16,37,38,48
167,1588,29,6,1980,2,3,26,30,42,45
167,5360,22,8,2013,2,3,17,26,30,42
168,1589,29,6,1980,5,15,18,24,28,44
168,4013,20,9,2003,5,15,18,21,24,28
169,1590,6,7,1980,2,3,22,31,36,44
169,4607,30,10,2008,2,22,31,36,44,46
170,1601,10,8,1980,4,7,22,23,31,45
170,1833,31,10,1982,3,4,7,23,31,45
171,1604,24,8,1980,2,15,17,24,25,43
171,3660,3,5,2000,2,15,17,24,40,43
172,1605,24,8,1980,14,21,38,40,42,44
172,5921,23,3,2017,14,21,32,38,42,44
173,1612,21,9,1980,2,3,20,23,31,47
173,3143,20,5,1995,2,3,4,20,31,47
174,1614,28,9,1980,21,22,25,26,42,44
174,4144,22,12,2004,21,22,25,26,36,44
175,1513,7,10,1979,4,19,24,36,38,43
175,1617,5,10,1980,4,24,32,36,38,43
176,1620,19,10,1980,9,16,27,30,47,49
176,1639,21,12,1980,9,16,30,34,47,49
176,2798,29,1,1992,9,14,16,27,47,49
177,1627,9,11,1980,6,10,12,22,30,46
177,5283,23,2,2013,6,10,12,22,30,45
177,5331,15,6,2013,6,10,12,22,30,37
178,756,30,5,1971,13,15,20,29,40,49
178,1637,14,12,1980,13,15,20,29,30,49
179,1620,19,10,1980,9,16,27,30,47,49
179,1639,21,12,1980,9,16,30,34,47,49
180,1668,5,4,1981,17,21,31,35,39,41
180,4703,11,6,2009,21,23,31,35,39,41
181,1674,26,4,1981,1,21,27,31,33,41
181,6036,16,12,2017,1,13,27,31,33,41
182,1675,26,4,1981,11,13,29,30,44,46
182,5458,8,4,2014,11,13,17,29,30,46
183,1678,10,5,1981,7,9,14,27,42,45
183,2138,5,10,1985,7,9,10,14,42,45
184,1689,14,6,1981,1,2,5,6,11,16
184,2043,3,11,1984,1,2,5,11,16,29
185,1690,21,6,1981,6,19,24,28,31,35
185,5086,22,11,2011,6,9,19,28,31,35
186,1693,28,6,1981,17,30,31,34,45,46
186,1895,5,6,1983,17,28,30,31,34,46
187,1704,9,8,1981,3,11,25,29,36,45
187,5479,27,5,2014,3,11,20,29,36,45
188,1706,16,8,1981,1,2,4,5,10,29
188,2158,14,12,1985,1,2,4,5,10,31
189,1710,30,8,1981,3,8,18,19,27,36
189,6108,2,6,2018,3,8,12,19,27,36
190,1722,11,10,1981,3,7,22,32,41,46
190,6086,12,4,2018,3,6,7,22,32,41
191,1726,25,10,1981,8,14,16,20,42,46
191,2556,7,10,1989,8,14,16,20,46,49
192,1731,8,11,1981,8,10,16,24,29,44
192,4991,14,4,2011,5,8,10,16,24,44
193,1738,6,12,1981,1,17,26,28,34,38
193,3773,2,6,2001,1,17,28,34,38,43
194,252,10,12,1961,5,7,17,19,36,39
194,1747,3,1,1982,5,7,17,18,19,36
195,391,9,8,1964,7,18,30,31,33,46
195,1748,10,1,1982,7,18,30,33,44,46
196,1755,31,1,1982,11,17,19,23,38,42
196,5094,10,12,2011,11,17,23,38,42,46
197,1779,25,4,1982,13,19,33,36,43,49
197,3088,9,11,1994,13,19,33,36,43,48
198,1785,16,5,1982,6,16,29,35,38,39
198,4066,24,3,2004,6,21,29,35,38,39
199,1793,13,6,1982,1,2,26,37,43,44
199,5800,14,6,2016,1,2,13,26,37,44
200,1303,2,10,1977,23,28,34,39,40,46
200,1805,25,7,1982,1,23,28,39,40,46
201,1814,29,8,1982,8,10,21,29,32,41
201,3331,8,3,1997,8,10,21,32,40,41
202,1820,19,9,1982,5,26,29,38,43,46
202,1856,23,1,1983,5,26,29,36,38,43
203,1822,26,9,1982,14,17,18,22,33,46
203,4585,9,9,2008,14,17,22,24,33,46
204,1827,10,10,1982,3,6,7,25,33,45
204,6487,3,11,2020,3,6,10,25,33,45
205,1601,10,8,1980,4,7,22,23,31,45
205,1833,31,10,1982,3,4,7,23,31,45
206,1834,7,11,1982,12,17,22,25,30,31
206,2187,22,3,1986,17,22,25,30,31,39
207,957,14,4,1974,2,10,21,33,35,44
207,1835,7,11,1982,2,10,21,33,36,44
208,1838,21,11,1982,4,8,16,26,31,39
208,3936,25,12,2002,4,13,16,26,31,39
209,1847,19,12,1982,2,13,21,24,27,36
209,6188,6,12,2018,2,21,24,27,35,36
210,1820,19,9,1982,5,26,29,38,43,46
210,1856,23,1,1983,5,26,29,36,38,43
211,907,19,8,1973,4,15,24,30,41,45
211,1861,6,2,1983,4,15,24,26,30,45
212,1871,13,3,1983,3,6,15,21,27,37
212,2498,18,3,1989,3,6,15,21,27,34
212,5114,26,1,2012,3,6,15,27,37,48
213,1879,10,4,1983,5,10,16,34,35,42
213,3214,24,1,1996,5,10,16,30,35,42
214,1881,17,4,1983,6,32,37,40,46,49
214,4687,5,5,2009,6,32,40,45,46,49
215,1885,1,5,1983,4,33,36,40,45,47
215,4408,4,7,2007,4,16,33,40,45,47
216,103,1,2,1959,7,11,25,34,37,45
216,1887,8,5,1983,6,11,25,34,37,45
217,363,26,1,1964,4,7,11,24,31,39
217,1893,29,5,1983,4,7,11,19,24,31
217,3588,25,8,1999,4,7,11,19,24,33
218,1693,28,6,1981,17,30,31,34,45,46
218,1895,5,6,1983,17,28,30,31,34,46
219,1183,8,8,1976,10,21,26,33,35,41
219,1899,19,6,1983,2,10,21,26,35,41
220,1921,4,9,1983,11,14,27,36,40,45
220,4258,25,1,2006,5,11,14,36,40,45
221,1928,2,10,1983,29,30,31,34,38,49
221,2808,4,3,1992,29,30,32,34,38,49
222,1045,13,4,1975,7,8,16,37,45,47
222,1961,22,1,1984,8,16,22,37,45,47
223,1967,12,2,1984,2,5,10,15,28,39
223,2714,13,4,1991,2,5,11,15,28,39
223,6495,21,11,2020,2,10,15,28,39,40
224,1972,4,3,1984,2,15,19,34,35,42
224,4499,21,2,2008,2,15,19,34,35,44
225,1975,11,3,1984,1,14,26,30,44,45
225,4070,7,4,2004,1,5,14,26,44,45
226,381,31,5,1964,8,21,25,29,35,36
226,1987,22,4,1984,8,14,21,29,35,36
227,1988,29,4,1984,9,18,30,33,45,46
227,3162,26,7,1995,9,18,33,45,46,48
228,1998,2,6,1984,9,13,18,35,39,48
228,3816,31,10,2001,9,18,30,35,39,48
229,2004,23,6,1984,2,9,10,13,22,24
229,2632,30,6,1990,2,5,9,10,13,24
230,2023,25,8,1984,2,18,33,36,39,46
230,3321,1,2,1997,2,22,33,36,39,46
231,2033,29,9,1984,1,8,13,17,23,40
231,4633,30,12,2008,8,11,13,17,23,40
232,1689,14,6,1981,1,2,5,6,11,16
232,2043,3,11,1984,1,2,5,11,16,29
233,17,26,5,1957,16,24,25,29,32,36
233,2065,19,1,1985,10,16,24,25,32,36
234,2071,9,2,1985,5,10,17,33,39,46
234,4631,25,12,2008,2,10,17,33,39,46
235,2098,18,5,1985,4,5,6,27,34,43
235,4231,22,10,2005,5,6,14,27,34,43
236,2099,18,5,1985,4,7,21,34,37,39
236,5989,29,8,2017,4,21,34,37,38,39
237,1147,4,4,1976,3,21,32,34,36,37
237,2127,24,8,1985,3,21,24,34,36,37
238,795,23,1,1972,12,14,19,23,33,46
238,2128,31,8,1985,12,14,19,23,27,46
239,1678,10,5,1981,7,9,14,27,42,45
239,2138,5,10,1985,7,9,10,14,42,45
240,2147,2,11,1985,10,11,15,28,37,39
240,4640,15,1,2009,10,11,15,24,28,37
240,6092,26,4,2018,1,10,11,15,37,39
241,2154,30,11,1985,7,18,20,26,27,29
241,6026,23,11,2017,2,7,18,20,27,29
242,1706,16,8,1981,1,2,4,5,10,29
242,2158,14,12,1985,1,2,4,5,10,31
243,2170,25,1,1986,11,14,27,29,39,49
243,2848,22,7,1992,11,14,27,35,39,49
244,2174,8,2,1986,6,10,25,29,32,42
244,4529,1,5,2008,5,6,10,25,29,32
245,2182,8,3,1986,2,11,13,31,37,41
245,3697,9,9,2000,2,11,13,31,34,37
246,1834,7,11,1982,12,17,22,25,30,31
246,2187,22,3,1986,17,22,25,30,31,39
246,4338,1,11,2006,22,24,25,30,31,39
247,134,6,9,1959,8,13,20,21,23,26
247,2188,29,3,1986,8,13,20,21,23,31
248,2191,5,4,1986,16,18,26,28,30,49
248,3700,20,9,2000,16,18,19,26,30,49
249,2193,12,4,1986,4,16,19,23,27,30
249,4751,1,10,2009,4,16,19,27,28,30
250,1365,7,5,1978,2,9,19,23,32,40
250,2206,31,5,1986,2,19,23,31,32,40
251,2208,7,6,1986,13,17,18,25,28,37
251,3538,3,3,1999,13,17,18,21,25,37
252,2217,5,7,1986,3,5,6,23,36,40
252,6133,31,7,2018,3,5,6,24,36,40
253,2220,19,7,1986,6,8,24,27,40,49
253,4398,30,5,2007,6,8,24,32,40,49
254,602,28,7,1968,2,24,26,36,37,46
254,2231,23,8,1986,2,24,26,37,40,46
255,25,21,7,1957,3,6,13,22,27,33
255,2251,1,11,1986,3,13,22,27,30,33
256,2274,24,1,1987,4,14,27,35,36,46
256,5985,19,8,2017,4,15,27,35,36,46
257,2281,14,2,1987,1,5,9,11,37,44
257,6066,24,2,2018,1,4,5,11,37,44
258,2287,7,3,1987,7,11,18,21,29,46
258,6251,2,5,2019,7,9,11,18,29,46
259,2293,28,3,1987,3,6,7,12,26,28
259,4323,10,9,2006,3,6,7,12,28,32
260,2301,25,4,1987,3,26,32,36,45,49
260,4972,1,3,2011,26,32,36,38,45,49
261,2310,30,5,1987,5,9,29,33,35,49
261,3133,15,4,1995,5,9,14,29,33,49
262,151,3,1,1960,3,6,11,15,27,48
262,2311,30,5,1987,3,6,11,15,27,34
262,2498,18,3,1989,3,6,15,21,27,34
263,2316,20,6,1987,7,8,24,25,31,44
263,2476,31,12,1988,7,8,24,25,31,35
264,2326,25,7,1987,6,8,11,12,34,45
264,4453,6,11,2007,6,11,12,15,34,45
265,2357,7,11,1987,2,9,12,17,18,29
265,6104,24,5,2018,2,9,12,17,18,23
266,847,5,11,1972,1,5,14,15,28,41
266,2366,12,12,1987,1,5,10,15,28,41
267,112,5,4,1959,13,26,30,32,45,46
267,2380,30,1,1988,13,26,30,32,34,46
268,2386,20,2,1988,3,22,29,35,41,47
268,5018,16,6,2011,22,23,29,35,41,47
269,1254,17,4,1977,8,22,25,28,35,39
269,2389,27,2,1988,8,15,22,25,28,39
270,2390,5,3,1988,14,16,19,24,37,44
270,3333,15,3,1997,14,16,19,36,37,44
271,2396,26,3,1988,3,7,22,26,32,42
271,4153,22,1,2005,7,21,22,26,32,42
272,1311,30,10,1977,17,23,24,38,39,42
272,2399,2,4,1988,23,24,38,39,41,42
273,2403,16,4,1988,18,26,31,35,42,46
273,4749,26,9,2009,18,26,35,42,43,46
274,2407,30,4,1988,6,10,11,24,33,43
274,4042,31,12,2003,10,11,23,24,33,43
275,2431,23,7,1988,3,6,7,38,40,46
275,4626,13,12,2008,3,7,38,40,43,46
276,2432,30,7,1988,9,19,23,26,42,47
276,2548,9,9,1989,9,23,26,42,46,47
277,2443,3,9,1988,5,9,14,24,29,40
277,2745,27,7,1991,5,14,24,25,29,40
278,586,7,4,1968,2,20,21,23,38,49
278,2451,1,10,1988,2,20,21,38,48,49
279,1067,29,6,1975,2,3,8,17,29,33
279,2452,8,10,1988,2,3,8,29,33,43
280,1570,27,4,1980,3,9,15,34,36,47
280,2454,15,10,1988,9,15,26,34,36,47
280,4340,8,11,2006,15,26,34,36,47,49
281,2461,5,11,1988,8,13,17,38,41,44
281,3269,3,8,1996,8,13,14,38,41,44
